,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,14.822793141048784,8.541805072881973,5.782249848851274,11.886480644841308,9.518551064156275,5.85969184297333,10.627217553780717,7.403714361984374,9.775733573587805,9.175283662529296,9.260672011514393,13.15318253614467,9.562514795789365,13.093447165423557,4.039437655480355,10.112415949307733,9.138027464822386,9.265800032692203,6.805662683759978,13.506903092341657,11.431129260363251,14.227877590502354,8.927922657508214,9.30224359809972,10.235665278453792
2021-05-14,15.28734606358857,8.86095076856013,5.899490129086591,12.275497235730022,10.028448245453335,5.962846544812359,11.03315803292457,7.745125884864712,10.203850509416462,9.368498447124368,9.571525602576648,13.606505842238327,9.86342141114666,13.504399129569775,4.1038457608430265,10.547647586685454,9.455336560590899,9.51783100780496,6.95949702955718,14.101236472360382,12.03246644640165,14.861622119016912,9.260416168602172,9.543517467819747,10.458168141413157
2021-05-15,15.720352408990365,9.705451947882416,6.21895545509006,13.39962437767799,11.182808177839933,6.297893104741497,12.038835799123332,8.676550425673062,11.217784510848853,10.08036596031225,10.444648527365754,15.024828506041622,10.664004714352332,14.620148404716995,4.3288317973363375,11.799345247955108,10.298635640126278,10.28958008978246,7.551672895529644,15.465259940554901,13.466265825578692,16.44094828081896,9.888508495141751,10.29052558163671,11.06690692890424
2021-05-16,16.607394675562652,10.539101211302428,6.6754220968379006,14.352376224846711,11.515701818170859,7.094279260306468,12.809878826019954,9.329619413766961,11.664007060738449,11.095313376923157,11.400505943080786,16.22366119060446,11.35925517359782,15.703686639423294,4.542544790915381,12.567985201473036,10.919678408049126,11.14702406337478,8.020569419080934,16.114863594140246,13.977809092959982,17.174333288705895,10.482868545156656,11.114315413975339,11.882064084208544
2021-05-17,18.28689175982722,11.401179473547005,6.9644678957213335,15.847751816307841,12.890798244797992,7.626817825978482,14.73399337702035,9.747409325923575,13.733313546841181,11.964878113028048,12.23581466850331,17.47315515549037,12.790249457920396,17.157541397902673,4.662991485473376,14.051851708385758,11.916789326277335,12.112291621286326,8.49690967951613,17.103953790333172,16.78890057916844,19.12846298950369,11.084080112476835,11.92887106481915,13.189721370090997
2021-05-18,19.944722505636367,12.021396472609672,7.4400043069826705,16.884590132936925,14.18618095819033,8.05281029536819,15.594461203181364,10.178214396264874,14.634955540937403,12.523940930067283,12.983407991895778,18.2927707131264,13.553528312584497,18.45050235984997,4.764835107666419,14.849946417596788,12.860800872033284,12.741309138711282,9.110537248867061,19.160469120402688,17.878538322459118,20.599830698994428,11.994492692966249,12.95517047175544,13.978371888890852
2021-05-19,21.22234738373623,12.783985447366367,7.8731844462106855,18.101669029529003,15.127180032604107,8.531666973828981,16.81130143963289,10.95910039276397,15.674690831663511,13.368771352186586,13.641794053921387,20.144124301644073,14.481558756774445,19.810609081907167,5.0297802928433635,15.898243316614897,13.689749934460142,13.556310117629339,9.633172560857833,20.591273085628377,19.32447576942056,22.536385842653168,12.916448499635989,13.667676149458627,14.89970868590944
2021-05-20,23.151275105023434,13.930010927423767,8.717190033867773,19.83086963592827,16.85031007651955,9.327182152555233,18.300956016456624,12.053206354607362,16.969858544102273,14.554167096171772,15.009339031682394,21.750705250289265,15.83227631272885,21.576592727683355,5.661823929719489,17.32851089398011,15.007433203128862,14.841198631459816,10.407849525320694,23.0045057331002,20.984628700805512,24.611305641734315,14.036008609605421,14.739798999442923,16.253030315107623
2021-05-21,26.191718599617257,15.186015666982392,9.369926014362854,21.791870847534526,18.56102045609725,10.149447210147072,19.888175942359855,13.008753235400633,18.23486245554335,15.942648064129918,16.296885888546498,23.857090222236515,17.151203095119037,23.80273012773273,6.0628462921747674,18.65974887141946,16.2817557252897,16.025227195399996,11.189040338090102,26.06381467008397,22.610748554786504,27.198652573227648,15.039294180591394,15.831655546511461,17.778038101882572
2021-05-22,30.710672860769304,16.577580733811182,10.13243893426767,23.867887200881174,20.167686164776583,10.936494901130692,21.62880620742268,14.012719026593476,19.835964700438637,17.306709260923657,17.814796557471567,25.343975381206022,18.75553099107889,26.131267608324414,6.569357139966115,20.337258950519672,17.716494486807893,17.520991778257567,11.958569529646438,29.08114104686741,24.20312896072635,29.40043641264488,15.998412790051379,17.342575940954404,19.589275692351173
2021-05-23,34.588392526311104,17.343957547767307,10.43758439494912,25.101687014720365,20.484738343022208,11.365650178334272,22.577883133085205,14.63014900937192,20.605646640934783,18.162811317339006,18.72839483212389,26.527023518628237,19.67971747086641,27.518312959264463,6.89487044203348,21.2372491477077,18.419613319492544,18.393951158456566,12.498847363937209,30.32736716138213,24.727165951329198,30.232562999949774,16.71984537198515,18.283854192866883,20.754652413215048
2021-05-24,38.34158795293467,18.17502654695296,10.795662236846006,26.280906432550836,21.32415958651777,11.92065896554597,23.895686545898933,15.088567546111275,21.977322673491397,18.84162227973476,19.701767283859482,27.45211355509821,20.741959048811445,28.959592016369395,6.99972090064237,22.480511909352227,19.233232556063616,19.111755559813602,12.918543139751792,31.422987658372435,26.149025406324878,31.287023056174036,17.23045552881124,19.37351657204289,21.764786014352133
2021-05-25,39.490873405845385,18.779980070719542,11.062278088476054,27.304190956916287,22.791652615186216,12.136082559469024,24.584449230815444,15.585440286908817,23.018020615834406,19.345358456635427,20.25397848540953,28.22783661996041,21.440997072138536,30.149037467715004,7.154199114996815,23.110724478834225,20.214809620652513,19.717891225424985,13.321921611033826,33.96590187222814,27.300456090711528,33.172702869412916,17.76717942040384,20.53226039982691,22.491351264627365
2021-05-26,41.39802747080661,19.37162979832124,11.44458873944697,28.19265827320127,23.41678450341378,12.535528195319735,25.358454438588748,16.098471598891916,23.68500857223063,19.946697096170883,20.883808617126004,29.26636413975734,22.109657145567045,31.200126540607833,7.4484166354970345,23.821406517328978,20.823849029801085,20.39904960742921,13.661194850618063,35.13854762420345,28.01288491025906,34.17813710970632,18.58136873474337,21.109893602946137,23.238693519251573
2021-05-27,42.86980226774982,19.95670268730963,11.73722143889405,29.052555117016496,24.009637787366543,12.907397076364306,25.99995079030106,16.584536891596017,24.156272304758375,20.532076185936983,21.564299952426648,30.16259879280406,22.727010957496773,32.29898325020862,7.678243316359008,24.568525899053284,21.415744657910032,21.01486591232819,14.095448492596637,36.40313504616373,28.498712287771333,35.17466612721881,19.048621043065012,21.787028889431603,23.995442486170482
2021-05-28,44.15199394034792,20.602120414849566,12.040461938003697,30.009474441154516,24.594590024723814,13.27184315006932,26.75877273361273,17.050388709360384,24.750767103966254,21.21076234501277,22.223160471200472,31.29434203459794,23.407922356443482,33.2338300397528,8.000283843172365,25.246994984973966,22.009440632989786,21.606295705708625,14.500836183443651,37.390616615008945,29.233936294421063,36.14448308242356,19.600223996723255,22.37418195257366,24.659005164394486
2021-05-29,44.8283763788711,21.258120860865624,12.337612406417401,31.045381599941592,25.35949011423633,13.626495198191062,27.756412343686332,17.557063226716952,25.54920963314487,21.865700022097272,22.796408463810977,32.49455356106364,24.195190960784696,34.21229839590263,8.252139158529047,26.118192380628916,22.652233817301298,22.42803947384002,14.907954630851243,38.46300095136909,30.420743466387783,37.5336890896313,20.142227928464965,22.866625457177918,25.4864051854059
2021-05-30,45.70355126321862,21.68608907421201,12.58789895141742,31.570657361963505,25.60745057094721,13.95789207482354,28.174349293806024,17.88352281166812,25.850215342315312,22.361775182813464,23.27640681220319,33.194019031963656,24.59001403172373,34.81031695634988,8.461528959073252,26.62037184484698,23.017186449116434,22.843162658832288,15.274522175057047,38.95124927627643,30.72703252001379,38.03948446248482,20.477536582834087,23.349081380602144,25.965531083690383
2021-05-31,46.97255377728393,21.97638041998886,12.826849221207555,31.96203008896266,26.018270296993606,14.079176706915996,28.616029893041752,18.05274449551039,26.55040872966793,22.59887817317502,23.596419175364304,33.58702891086716,24.973289010959764,35.407790825721555,8.532766623599603,27.10771787918939,23.41310611777702,23.14028366937101,15.58109111881273,39.382540055373546,31.442987914597257,38.55615258422186,20.919670281392335,23.736285244477926,26.353462058796104
2021-06-01,47.48198269304549,22.109923695746748,12.89967184592977,32.26277321599278,26.061921056836344,14.207879476064619,28.867764762286807,18.19302478840487,26.867872484850306,22.757631793044222,23.746023527144498,33.87144820985271,25.223857431971066,35.75977468280866,8.543970888293785,27.25546399086918,23.675734212708775,23.369513784671057,15.811052429215094,39.65782414489702,31.598240980036753,38.79189576195377,21.12543794967614,24.212174609930912,26.667657871963907
2021-06-02,47.66915368987962,22.35006854679413,12.97036661518222,32.60061186451894,26.426776443780952,14.31007248512781,29.039199645590276,18.396201944828633,27.010716398741767,22.975997944380524,24.039515734805036,34.26456512518595,25.432922003296184,36.100100108899284,8.638519012484988,27.482214209837945,23.919120926231525,23.5715656517246,15.953433767609637,40.32653389016088,31.797619679019263,39.317952618173976,21.258346321227346,24.406595685227256,26.908456830580707
2021-06-03,47.75463122774967,22.576404500781276,13.142963647651014,32.867242586901774,26.698071749657142,14.48461819269186,29.298801486657858,18.59627816115489,27.251659213614353,23.206264098473138,24.250490294555483,34.631522945849255,25.647559523325825,36.409321617157275,8.845471225120441,27.794975871155337,24.138933228721385,23.790424388778884,16.137465280692293,40.69024793599036,32.17303328700976,39.73438666044906,21.43509079082435,24.6176144712309,27.069321136640156
2021-06-04,48.10802390932243,22.859908538873853,13.409798546144211,33.46139458853381,26.934164621014045,14.703974768949251,29.728245939989968,18.96641380886312,27.609198990351942,23.55142819716599,24.65091079897152,35.550968022227586,26.063566931411412,37.090384605824234,9.043656760970471,28.14596620652785,24.541368944740302,24.213191784721175,16.591519862668274,41.166176544975166,32.520639604258136,40.28667841835036,21.89758040798952,24.965740457211194,27.589513063594534
